,Sentiment_Score,Tweet
937,-2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/DkbweWglcm"
938,-1,"RT @KazmierskiR: Donald J. Trump, will be the United States 45'th President!!!  Write it down..:D https://t.co/SekWfdNsqU"
939,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/q5Rp1NneIF
940,-2,Professor Offers Extra Credit on Exam to Students ... via @TheBlaze https://t.co/t23xAIeIBD
941,1,"Tech: ""Donald Trump Seeks Shutting Down the Internet in Isis-Controlled Areas"" https://t.co/ZuravEVD2j"
942,-2,RT @FilipTegstedt: I hope you all realize that Donald Trump is only running for president so he can steal The Heart of Gold.
943,1,"RT @thehill: Tom Brady: I support ""my friend"" Donald Trump https://t.co/1QQQV0UGvC #GOPdebate https://t.co/UesQzpdQgd"
944,0,"RT @muuugn: Donald Trump Says ""China"" https://t.co/yfhP7UJSd8"
945,-2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai - https://t.co/Q8Yg7OdDhr"
946,0,"@a_williams_21 said she was voting for Donald Trump ....

#Eh"
947,1,"So Donald Trump is right in his demand?? NO WAYYYYY, he is not nor these people are  https://t.co/1rjVbx2nfn"
948,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/L7ho3WxPLR"
949,0,"Donald Trump, CIA https://t.co/6oW8D4YSsV via @imgur"
950,-1,RT @TrapBinLaden: When Donald Trump sends you back to the wrong country https://t.co/qm6SdLDPg6
951,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
952,0,"Watch, listen, and le;rn. Yzl can't know it all yourself.. anyone who thinks they  o is desti.ed for mediocrpty.  Donald Trump"
953,-1,"RT @pattonoswalt: ""That zoomba teacher at the Equinox on Park and 20th? I've seen her pussy. Fuck Islam."" -- Donald Trump #GOPDebate #closi…"
954,1,"RT @FrankLuntz: “If Donald Trump is the nominee, Hillary will win 49 states. Maybe 50.”

– Former Obama deputy press secretary @BillBurton …"
955,1,"RT @thehill: Tom Brady: I support ""my friend"" Donald Trump https://t.co/1QQQV0UGvC #GOPdebate https://t.co/UesQzpdQgd"
956,0,"RT @sageboggs: jeb bush: donald trump should not be president
donald trump: jeb bush should not be president
ben carson: my best friend is …"
957,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/pm0pEWkRBR"
958,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
959,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/nXwrLQ6KSJ
960,-3,"This is how stupid, deprave and ignorant Anti-christ Donald Trump supporters truly are in 2015-2016 #BlackTwitter https://t.co/JyePSlMaDN"
961,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
962,0,Peraih Nobel Malala Kecam Pernyataan Donald Trump https://t.co/ySzT4bHfkK
963,1,"@mrsthott @realDonaldTrump Donald Trump is truly ""A New Hope""."
964,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
965,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump: Candidates go head to head on immigr... https://t.co/WzUqVHeCNY
966,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
967,-2,RT @YourBoyAustin_: The worst thing about Donald Trump running for president is people are actually going to vote for him...
968,0,RT @blewthebigone: Retweet if you are 100 PERCENT voting for Donald Trump
969,0,Tom Brady -- I Still Support Donald Trump ... 'He's a Good Friend' https://t.co/rQ1yWN59Pl
970,0,Jeb Bush tente de sauver sa candidature à la Maison Blanche: En attaquant de front Donald Trump lors du 5e déb... https://t.co/PDxX5nD18x
971,1,her husband was probably voting for donald trump https://t.co/OUaiYGFpbB
972,-3,RT @redlianak: Chris Christie is trending tonight instead of Donald Trump.  The Republican primaries are turning into asshole Highlander.
973,-6,"Supporters upstage Donald Trump at Las Vegas rally, heckling protesters with Nazi slogan, threats #fashion #shop #b… https://t.co/sOjfu14QXI"
974,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
975,0,RT @TRobinsonNewEra: https://t.co/FBBxw2IlOM Trump is right!’ Police say parts of Britain ARE no-go areas due to ISIS radicalisation
976,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/S3aPyzKNdN"
977,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
978,-5,"RT @FrankLuntz: Rand Paul just lost to Donald Trump, as well.

Every candidate who attacks Trump fails with my focus group.  #GOPDebate"
979,0,What if Donald Trump is just a particularly dank meme?
980,1,Who won the GOP debate? I voted for Donald Trump. Cast your vote. https://t.co/ON8q0EdNlb via Slate
981,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
982,-2,Verrassing: Bush kan bijten: Amerikaanse tv-kijkers kregen dinsdagavond iets ongewoons te zien: Donald Trump d... https://t.co/ks2dHRfry8
983,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
984,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
985,0,Expected Trump-Cruz fireworks fizzle during GOP debate: WASHINGTON — Republicans expected a showdown between b... https://t.co/TEKcAhCh1N
986,-1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize wi... https://t.co/dzxZoIV9Bk via @josephjett"
987,2,"RT @ConceptGrp: Donald Trump: ""I was blessed with a very good brain"" https://t.co/1WWpzjj2Nn https://t.co/UY6kiwUqGW"
988,-2,"RT @lesoir: Donald #Trump réitère sa volonté d’interdire l’entrée des musulmans aux États-Unis
https://t.co/Nwlu5paBQw https://t.co/AD8qv8H…"
989,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
990,2,RT @TheFakeCNN: Donald Trump releases new campaign logo. https://t.co/BSnqpp1kLH
991,1,RT @Locs_n_Laughs: This is how Donald Trump keeps winning debates. He hits with a couple of zingers and then allowed to hide when it's time…
992,0,RT @Dory: Donald Trump Jr &amp; Dr Oz were absolutely out of line…how could you have that little self respect. https://t.co/xZb6sHULl6
993,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
994,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
995,-1,Somebody shoot that Donald Trump cunt! Geez!
996,0,Donald Trump seeks shutting down Internet in IS-controlled areas https://t.co/Ulca1grueS https://t.co/lyFFBL4OiH
997,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
998,0,"RT @sageboggs: jeb bush: donald trump should not be president
donald trump: jeb bush should not be president
ben carson: my best friend is …"
999,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/kCN1LLSeRA
