,Sentiment_Score,Tweet
872,0,RT @LanceAttanasio: Even the NY POST Editorial Board Excoriates Hillary Clinton Over Her 'Most Repugnant L... https://t.co/EHaGS5JztE via @…
873,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet - VIDEO -... https://t.co/havIAPGGFF"
874,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
875,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
876,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
877,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
878,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
879,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
880,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
881,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
882,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
883,0,RT @LanceAttanasio: Even the NY POST Editorial Board Excoriates Hillary Clinton Over Her 'Most Repugnant L... https://t.co/EHaGS5JztE via @…
884,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
885,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
886,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
887,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
888,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
889,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
890,-3,"@BernieSanders For someone who can't even come closer to a criminal like Hillary Clinton, you sure are all bark and no bite, you are boring."
891,-1,Top 3 Reasons Hillary Clinton Should NEVER Become President https://t.co/PADCXWScDV via @YouTube
892,-1,Top 3 Reasons Hillary Clinton Should NEVER Become President https://t.co/PADCXWScDV via @YouTube
893,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
894,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
895,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
896,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
897,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
898,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
899,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
900,-1,RT @irmss90: Clinton liars!Hillary wants to defeat our enemies with EMPATHY. Well they are giving her ?! https://t.co/OTJmWGyVmV https://t.…
901,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
902,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
903,-1,Top 3 Reasons Hillary Clinton Should NEVER Become President https://t.co/PADCXWScDV via @YouTube
904,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
905,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
906,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
907,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
908,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
909,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
910,2,I liked a @YouTube video from @teamwakeemup https://t.co/JYutolWnWa Donald Trump And Bernie Sanders Running For Hillary Clinton
911,-3,"@BernieSanders For someone who can't even come closer to a criminal like Hillary Clinton, you sure are all bark and no bite, you are boring."
912,-3,"@BernieSanders For someone who can't even come closer to a criminal like Hillary Clinton, you sure are all bark and no bite, you are boring."
913,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
914,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
915,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
916,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
917,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
918,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
919,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
920,-1,RT @AadilAhmedRaina: Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online https://t.co/YJgcNj1VGr
921,-1,RT @irmss90: Clinton liars!Hillary wants to defeat our enemies with EMPATHY. Well they are giving her ?! https://t.co/OTJmWGyVmV https://t.…
922,-1,RT @irmss90: Clinton liars!Hillary wants to defeat our enemies with EMPATHY. Well they are giving her ?! https://t.co/OTJmWGyVmV https://t.…
923,-3,"@BernieSanders For someone who can't even come closer to a criminal like Hillary Clinton, you sure are all bark and no bite, you are boring."
924,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
925,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
926,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
927,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
928,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
929,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
930,1,RT @gerfingerpoken: Defund Hillary Clinton Planned Parenthood Baby Body Chop Shop: https://t.co/ktQfOefBBd - #DefundPP   https://t.co/88HQT…
931,2,I liked a @YouTube video from @teamwakeemup https://t.co/JYutolWnWa Donald Trump And Bernie Sanders Running For Hillary Clinton
932,2,I liked a @YouTube video from @teamwakeemup https://t.co/JYutolWnWa Donald Trump And Bernie Sanders Running For Hillary Clinton
933,-1,RT @irmss90: Clinton liars!Hillary wants to defeat our enemies with EMPATHY. Well they are giving her ?! https://t.co/OTJmWGyVmV https://t.…
934,2,I liked a @YouTube video from @fowlershow https://t.co/YuhUMvzbA6 Hillary Clinton Proposes $250 Billion Infrastructure Plan
935,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
936,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
937,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
938,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
939,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
940,-1,RT @ldbrillante: Hillary got $21.7 million for 92 prvt appearances since 2013 Bulk bght &amp; paid 4 by Wall St! https://t.co/UtLXVXoAt5 https:…
941,-1,RT @AadilAhmedRaina: Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online https://t.co/YJgcNj1VGr
942,-1,RT @AadilAhmedRaina: Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online https://t.co/YJgcNj1VGr
943,2,I liked a @YouTube video from @teamwakeemup https://t.co/JYutolWnWa Donald Trump And Bernie Sanders Running For Hillary Clinton
944,-2,Obama administration denied me advancement on corrupt grounds. Hillary Clinton was part of that.
945,2,I liked a @YouTube video from @fowlershow https://t.co/YuhUMvzbA6 Hillary Clinton Proposes $250 Billion Infrastructure Plan
946,2,I liked a @YouTube video from @fowlershow https://t.co/YuhUMvzbA6 Hillary Clinton Proposes $250 Billion Infrastructure Plan
947,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
948,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
949,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
950,-2,Linda Tripp: Hillary Clinton Must Never Be President https://t.co/gKW5tcb9lg via @YouTube
951,1,RT @gerfingerpoken: Defund Hillary Clinton Planned Parenthood Baby Body Chop Shop: https://t.co/ktQfOefBBd - #DefundPP   https://t.co/88HQT…
952,1,RT @gerfingerpoken: Defund Hillary Clinton Planned Parenthood Baby Body Chop Shop: https://t.co/ktQfOefBBd - #DefundPP   https://t.co/88HQT…
953,-1,RT @AadilAhmedRaina: Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online https://t.co/YJgcNj1VGr
954,0,Hillary vs. Bernie: Their money...and yours #Bernie2016 https://t.co/ydwFgsP1ld https://t.co/vDsN23u9yJ
955,-2,Obama administration denied me advancement on corrupt grounds. Hillary Clinton was part of that.
956,-2,Obama administration denied me advancement on corrupt grounds. Hillary Clinton was part of that.
957,2,I liked a @YouTube video from @fowlershow https://t.co/YuhUMvzbA6 Hillary Clinton Proposes $250 Billion Infrastructure Plan
958,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
959,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
960,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
961,-1,RT @ldbrillante: Hillary got $21.7 million for 92 prvt appearances since 2013 Bulk bght &amp; paid 4 by Wall St! https://t.co/UtLXVXoAt5 https:…
962,-1,RT @ldbrillante: Hillary got $21.7 million for 92 prvt appearances since 2013 Bulk bght &amp; paid 4 by Wall St! https://t.co/UtLXVXoAt5 https:…
963,1,RT @gerfingerpoken: Defund Hillary Clinton Planned Parenthood Baby Body Chop Shop: https://t.co/ktQfOefBBd - #DefundPP   https://t.co/88HQT…
964,-2,"HILLARY Clinton ""Took Me Through Hell"" Says 12yr. Old RAPE Victim! https://t.co/R0ihecdAYq via @YouTube"
965,0,Hillary vs. Bernie: Their money...and yours #Bernie2016 https://t.co/ydwFgsP1ld https://t.co/vDsN23u9yJ
966,0,Hillary vs. Bernie: Their money...and yours #Bernie2016 https://t.co/ydwFgsP1ld https://t.co/vDsN23u9yJ
967,-2,Obama administration denied me advancement on corrupt grounds. Hillary Clinton was part of that.
968,2,I liked a @YouTube video from @fowlershow https://t.co/YuhUMvzbA6 Hillary Clinton Proposes $250 Billion Infrastructure Plan
969,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
970,0,@CollinSinnott @orennahir HILLARY CLINTON AINT GOT TIME FOR THAT
971,-2,Linda Tripp: Hillary Clinton Must Never Be President https://t.co/gKW5tcb9lg via @YouTube
972,-2,Linda Tripp: Hillary Clinton Must Never Be President https://t.co/gKW5tcb9lg via @YouTube
973,-1,RT @ldbrillante: Hillary got $21.7 million for 92 prvt appearances since 2013 Bulk bght &amp; paid 4 by Wall St! https://t.co/UtLXVXoAt5 https:…
974,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet - VIDEO -... https://t.co/havIAPGGFF"
975,-2,"HILLARY Clinton ""Took Me Through Hell"" Says 12yr. Old RAPE Victim! https://t.co/R0ihecdAYq via @YouTube"
976,-2,"HILLARY Clinton ""Took Me Through Hell"" Says 12yr. Old RAPE Victim! https://t.co/R0ihecdAYq via @YouTube"
977,0,Hillary vs. Bernie: Their money...and yours #Bernie2016 https://t.co/ydwFgsP1ld https://t.co/vDsN23u9yJ
978,-2,Obama administration denied me advancement on corrupt grounds. Hillary Clinton was part of that.
979,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
980,0,"Donald Trump says Hillary Clinton “Killed Hundreds of 1,000s with her Stupidity”! https://t.co/oLG1NdtnZB #wakeUpAmerica Witch of Benghazi"
981,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
982,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
983,-2,Linda Tripp: Hillary Clinton Must Never Be President https://t.co/gKW5tcb9lg via @YouTube
984,0,RT @LanceAttanasio: Even the NY POST Editorial Board Excoriates Hillary Clinton Over Her 'Most Repugnant L... https://t.co/EHaGS5JztE via @…
985,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet - VIDEO -... https://t.co/havIAPGGFF"
986,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet - VIDEO -... https://t.co/havIAPGGFF"
987,-2,"HILLARY Clinton ""Took Me Through Hell"" Says 12yr. Old RAPE Victim! https://t.co/R0ihecdAYq via @YouTube"
988,0,Hillary vs. Bernie: Their money...and yours #Bernie2016 https://t.co/ydwFgsP1ld https://t.co/vDsN23u9yJ
989,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
990,0,@josiecampbell maybe Hillary Clinton?
991,0,@CollinSinnott @orennahir HILLARY CLINTON AINT GOT TIME FOR THAT
992,0,@CollinSinnott @orennahir HILLARY CLINTON AINT GOT TIME FOR THAT
993,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
994,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
995,0,RT @LanceAttanasio: Even the NY POST Editorial Board Excoriates Hillary Clinton Over Her 'Most Repugnant L... https://t.co/EHaGS5JztE via @…
996,0,RT @LanceAttanasio: Even the NY POST Editorial Board Excoriates Hillary Clinton Over Her 'Most Repugnant L... https://t.co/EHaGS5JztE via @…
997,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet - VIDEO -... https://t.co/havIAPGGFF"
998,-2,"HILLARY Clinton ""Took Me Through Hell"" Says 12yr. Old RAPE Victim! https://t.co/R0ihecdAYq via @YouTube"
999,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
